_id,propertyAddress,propertyType,propertyWard,InspectionThread,,INSPECTIONS_OPENDATE,INSPECTIONS_CLOSEDDATE,VIOLATIONS_ITEM_NUMBER,Violation_Yes_No
3546298,6 Twenty Fourth St,High Rise,3,_6797a24CC539F40,,2018-05-15,2018-10-17,4,Yes
3546299,6 Twenty Fourth St,High Rise,3,_6797a24CC539F40,,2018-05-15,2018-10-17,5,Yes
3546300,245 Lake Shore Dr,High Rise,3,_6797a741A999251,,2018-05-15,2018-06-18,1,Yes
3546301,245 Lake Shore Dr,High Rise,3,_6797a741A999251,,2018-05-15,2018-06-18,2,Yes
3546302,245 Lake Shore Dr,High Rise,3,_6797a741A999251,,2018-05-15,2018-06-18,3,Yes
3546303,245 Lake Shore Dr,High Rise,3,_6797a741A999251,,2018-05-15,2018-06-18,4,Yes
3546304,123 La Rose Ave,High Rise,2,_6798b07590E014B,,2018-05-22,2018-09-28,1,Yes
3546305,123 La Rose Ave,High Rise,2,_6798b07590E014B,,2018-05-22,2018-09-28,2,Yes
3546306,123 La Rose Ave,High Rise,2,_6798b07590E014B,,2018-05-22,2018-09-28,3,Yes
3546307,123 La Rose Ave,High Rise,2,_6798b07590E014B,,2018-05-22,2018-09-28,4,Yes
3546308,123 La Rose Ave,High Rise,2,_6798b07590E014B,,2018-05-22,2018-09-28,5,Yes
3546309,123 La Rose Ave,High Rise,2,_6798b07590E014B,,2018-05-22,2018-09-28,6,Yes
3546310,25 Broadoaks Dr,High Rise,7,_6798bDD1D88D1F0,,2018-05-29,2018-05-30,0,No
3546311,1048 Broadview Ave,High Rise,14,_6798c2ACFCFDF32,,2018-05-25,2019-03-26,1,Yes
3546312,1048 Broadview Ave,High Rise,14,_6798c2ACFCFDF32,,2018-05-25,2019-03-26,2,Yes
3546313,1048 Broadview Ave,High Rise,14,_6798c2ACFCFDF32,,2018-05-25,2019-03-26,3,Yes
3546314,1048 Broadview Ave,High Rise,14,_6798c2ACFCFDF32,,2018-05-25,2019-03-26,4,Yes
3546315,1048 Broadview Ave,High Rise,14,_6798c2ACFCFDF32,,2018-05-25,2019-03-26,5,Yes
3546316,1048 Broadview Ave,High Rise,14,_6798c2ACFCFDF32,,2018-05-25,2019-03-26,6,Yes
3546317,30 Teesdale Pl,High Rise,20,_6798c618745AFC9,,2018-06-05,2018-06-18,0,No
3546318,35 Saranac Blvd,High Rise,8,_6799296AD022477,,2018-05-29,2018-05-31,0,No
3546319,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,1,Yes
3546320,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,2,Yes
3546321,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,3,Yes
3546322,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,4,Yes
3546323,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,5,Yes
3546324,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,6,Yes
3546325,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,7,Yes
3546326,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,8,Yes
3546327,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,9,Yes
3546328,55 Bremner Blvd,High Rise,10,_67993078E45D675,,2018-12-10,2020-02-20,10,Yes
3546329,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,1,Yes
3546330,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,2,Yes
3546331,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,3,Yes
3546332,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,4,Yes
3546333,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,5,Yes
3546334,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,6,Yes
3546335,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,7,Yes
3546336,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,8,Yes
3546337,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,9,Yes
3546338,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,10,Yes
3546339,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,11,Yes
3546340,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,12,Yes
3546341,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,13,Yes
3546342,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,14,Yes
3546343,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,15,Yes
3546344,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,16,Yes
3546345,10 Yonge St,High Rise,10,_679930C7786382B,,2018-07-04,2019-05-09,17,Yes
3546346,1 Oak St,High Rise,13,_679931A49F856FE,,2018-09-21,2019-10-21,1,Yes
3546347,1 Oak St,High Rise,13,_679931A49F856FE,,2018-09-21,2019-10-21,2,Yes
3546348,15 Queens Quay E,High Rise,10,_6799329F171ED15,,2018-09-27,2018-09-27,0,No
3546349,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,1,Yes
3546350,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,2,Yes
3546351,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,3,Yes
3546352,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,4,Yes
3546353,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,5,Yes
3546354,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,6,Yes
3546355,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,7,Yes
3546356,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,8,Yes
3546357,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,9,Yes
3546358,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,10,Yes
3546359,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,11,Yes
3546360,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,12,Yes
3546361,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,13,Yes
3546362,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,14,Yes
3546363,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,15,Yes
3546364,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,16,Yes
3546365,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,17,Yes
3546366,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,18,Yes
3546367,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,19,Yes
3546368,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,20,Yes
3546369,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,21,Yes
3546370,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,22,Yes
3546371,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,23,Yes
3546372,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,24,Yes
3546373,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,25,Yes
3546374,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,26,Yes
3546375,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,27,Yes
3546376,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,28,Yes
3546377,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,29,Yes
3546378,120 Bayview Ave,High Rise,13,_679932E24944965,,2018-09-12,2019-04-09,30,Yes
3546379,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,1,Yes
3546380,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,2,Yes
3546381,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,3,Yes
3546382,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,4,Yes
3546383,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,5,Yes
3546384,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,6,Yes
3546385,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,7,Yes
3546386,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,8,Yes
3546387,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,9,Yes
3546388,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,10,Yes
3546389,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,11,Yes
3546390,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,12,Yes
3546391,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,13,Yes
3546392,35 Church St,High Rise,13,_6799337E7B96D7F,,2018-10-10,2019-07-03,14,Yes
3546393,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,1,Yes
3546394,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,2,Yes
3546395,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,3,Yes
3546396,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,4,Yes
3546397,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,5,Yes
3546398,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,6,Yes
3546399,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,7,Yes
3546400,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,8,Yes
3546401,33 Lombard St,High Rise,13,_679934F122EA9BB,,2019-06-25,2020-11-18,9,Yes
3546402,400 Adelaide St E,High Rise,13,_679935F0A3B3750,,2018-06-13,2019-03-28,1,Yes
3546403,400 Adelaide St E,High Rise,13,_679935F0A3B3750,,2018-06-13,2019-03-28,2,Yes
3546404,400 Adelaide St E,High Rise,13,_679935F0A3B3750,,2018-06-13,2019-03-28,3,Yes
3546405,400 Adelaide St E,High Rise,13,_679935F0A3B3750,,2018-06-13,2019-03-28,4,Yes
3546406,400 Adelaide St E,High Rise,13,_679935F0A3B3750,,2018-06-13,2019-03-28,5,Yes
3546407,400 Adelaide St E,High Rise,13,_679935F0A3B3750,,2018-06-13,2019-03-28,6,Yes
3546408,1 King St W,High Rise,13,_6799362798E7300,,2018-09-25,2020-07-31,1,Yes
3546409,1 King St W,High Rise,13,_6799362798E7300,,2018-09-25,2020-07-31,2,Yes
3546410,1 King St W,High Rise,13,_6799362798E7300,,2018-09-25,2020-07-31,3,Yes
3546411,1 King St W,High Rise,13,_6799362798E7300,,2018-09-25,2020-07-31,4,Yes
3546412,1 King St W,High Rise,13,_6799362798E7300,,2018-09-25,2020-07-31,5,Yes
3546413,1 King St W,High Rise,13,_6799362798E7300,,2018-09-25,2020-07-31,6,Yes
3546414,1 King St W,High Rise,13,_6799362798E7300,,2018-09-25,2020-07-31,7,Yes
3546415,112 George St S,High Rise,13,_6799362D139CE36,,2018-09-21,2019-02-20,1,Yes
3546416,112 George St S,High Rise,13,_6799362D139CE36,,2018-09-21,2019-02-20,2,Yes
3546417,112 George St S,High Rise,13,_6799362D139CE36,,2018-09-21,2019-02-20,3,Yes
3546418,112 George St S,High Rise,13,_6799362D139CE36,,2018-09-21,2019-02-20,4,Yes
3546419,112 George St S,High Rise,13,_6799362D139CE36,,2018-09-21,2019-02-20,5,Yes
3546420,201 Sherbourne St,High Rise,13,_679936489EEC51D,,2019-04-05,2019-04-05,0,No
3546421,108 Isabella St,High Rise,13,_6799368EFE13519,,2018-09-21,2020-02-03,0,No
3546422,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,1,Yes
3546423,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,2,Yes
3546424,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,3,Yes
3546425,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,4,Yes
3546426,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,5,Yes
3546427,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,6,Yes
3546428,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,7,Yes
3546429,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,8,Yes
3546430,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,9,Yes
3546431,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,10,Yes
3546432,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,11,Yes
3546433,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,12,Yes
3546434,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,13,Yes
3546435,455 Front St E,High Rise,13,_679936DE3695158,,2018-09-18,2018-11-29,14,Yes
3546436,39 Queens Quay E,High Rise,10,_6799378EADA047A,,2018-09-27,2018-09-27,0,No
3546437,176 The Esplanade,High Rise,13,_679939109A9CD84,,2018-11-23,2019-03-13,1,Yes
3546438,176 The Esplanade,High Rise,13,_679939109A9CD84,,2018-11-23,2019-03-13,2,Yes
3546439,176 The Esplanade,High Rise,13,_679939109A9CD84,,2018-11-23,2019-03-13,3,Yes
3546440,176 The Esplanade,High Rise,13,_679939109A9CD84,,2018-11-23,2019-03-13,4,Yes
3546441,176 The Esplanade,High Rise,13,_679939109A9CD84,,2018-11-23,2019-03-13,5,Yes
3546442,176 The Esplanade,High Rise,13,_679939109A9CD84,,2018-11-23,2019-03-13,6,Yes
3546443,176 The Esplanade,High Rise,13,_679939109A9CD84,,2018-11-23,2019-03-13,7,Yes
3546444,115 The Esplanade,High Rise,10,_6799398025F9A1B,,2019-08-22,2019-08-22,0,No
3546445,120 Lombard St,High Rise,13,_679939B344D8CEB,,2019-04-03,2019-04-03,0,No
3546446,200 Sackville St,High Rise,13,_67993A71BB45E21,,2019-04-05,2019-04-05,0,No
3546447,15 Scadding Ave,High Rise,10,_67993A7B419637F,,2018-12-14,2019-04-05,1,Yes
3546448,15 Scadding Ave,High Rise,10,_67993A7B419637F,,2018-12-14,2019-04-05,2,Yes
3546449,15 Scadding Ave,High Rise,10,_67993A7B419637F,,2018-12-14,2019-04-05,3,Yes
3546450,55 Front St E,High Rise,13,_67993B6616A2C53,,2019-05-01,2019-05-01,0,No
3546451,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,1,Yes
3546452,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,2,Yes
3546453,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,3,Yes
3546454,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,4,Yes
3546455,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,5,Yes
3546456,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,6,Yes
3546457,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,7,Yes
3546458,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,8,Yes
3546459,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,9,Yes
3546460,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,10,Yes
3546461,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,11,Yes
3546462,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,12,Yes
3546463,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,13,Yes
3546464,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,14,Yes
3546465,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,15,Yes
3546466,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,16,Yes
3546467,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,17,Yes
3546468,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,18,Yes
3546469,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,19,Yes
3546470,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,20,Yes
3546471,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,21,Yes
3546472,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,22,Yes
3546473,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,23,Yes
3546474,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,24,Yes
3546475,50 Lombard St,High Rise,13,_67993BC176AC263,,2018-11-21,2019-06-17,25,Yes
3546476,1 Church St,High Rise,10,_67993CB634EDCCF,,2018-07-04,2018-08-15,1,Yes
3546477,1 Church St,High Rise,10,_67993CB634EDCCF,,2018-07-04,2018-08-15,2,Yes
3546478,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,1,Yes
3546479,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,2,Yes
3546480,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,3,Yes
3546481,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,4,Yes
3546482,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,5,Yes
3546483,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,6,Yes
3546484,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,7,Yes
3546485,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,8,Yes
3546486,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,9,Yes
3546487,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,10,Yes
3546488,109 Front St E,High Rise,13,_67993CBF5DA79D2,,2018-09-05,2020-05-08,11,Yes
3546489,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,1,Yes
3546490,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,2,Yes
3546491,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,3,Yes
3546492,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,4,Yes
3546493,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,5,Yes
3546494,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,6,Yes
3546495,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,7,Yes
3546496,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,8,Yes
3546497,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,9,Yes
3546498,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,10,Yes
3546499,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,11,Yes
3546500,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,12,Yes
3546501,33 Harbour Sq,High Rise,10,_67993E6591E480E,,2018-09-21,2019-10-08,13,Yes
3546502,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,1,Yes
3546503,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,2,Yes
3546504,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,3,Yes
3546505,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,4,Yes
3546506,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,5,Yes
3546507,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,6,Yes
3546508,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,7,Yes
3546509,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,8,Yes
3546510,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,9,Yes
3546511,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,10,Yes
3546512,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,11,Yes
3546513,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,12,Yes
3546514,135 Rose Ave,High Rise,13,_67993EDA8FD33FA,,2018-10-16,2019-03-26,13,Yes
3546515,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,1,Yes
3546516,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,2,Yes
3546517,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,3,Yes
3546518,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,4,Yes
3546519,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,5,Yes
3546520,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,6,Yes
3546521,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,7,Yes
3546522,18 Harbour St,High Rise,10,_67993F2264F36FC,,2018-07-31,2019-06-06,8,Yes
3546523,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,1,Yes
3546524,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,2,Yes
3546525,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,3,Yes
3546526,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,4,Yes
3546527,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,5,Yes
3546528,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,6,Yes
3546529,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,7,Yes
3546530,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,8,Yes
3546531,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,9,Yes
3546532,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,10,Yes
3546533,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,11,Yes
3546534,68 Abell St,High Rise,9,_67993F45700337D,,2018-05-29,2019-01-24,12,Yes
3546535,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,1,Yes
3546536,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,2,Yes
3546537,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,3,Yes
3546538,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,4,Yes
3546539,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,5,Yes
3546540,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,6,Yes
3546541,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,7,Yes
3546542,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,8,Yes
3546543,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,9,Yes
3546544,105 Victoria St,High Rise,13,_67993F45D7D0BD1,,2018-11-27,2021-01-12,10,Yes
3546545,100 Harbour St,High Rise,10,_67993FAAE3E9C4A,,2018-09-21,2019-05-01,0,No
3546546,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,1,Yes
3546547,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,2,Yes
3546548,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,3,Yes
3546549,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,4,Yes
3546550,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,5,Yes
3546551,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,6,Yes
3546552,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,7,Yes
3546553,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,8,Yes
3546554,252 Sackville St,High Rise,13,_679940596E6894A,,2018-10-30,2019-07-12,9,Yes
3546555,31 Princess St,High Rise,13,_6799406655921E2,,2018-09-26,2018-12-18,0,No
3546556,25 The Esplanade,High Rise,10,_679940C8F0A75BC,,2018-09-27,2018-09-27,0,No
3546557,90 Adelaide St E,High Rise,13,_6799412FE08CC07,,2018-09-05,2019-09-05,1,Yes
3546558,90 Adelaide St E,High Rise,13,_6799412FE08CC07,,2018-09-05,2019-09-05,2,Yes
3546559,90 Adelaide St E,High Rise,13,_6799412FE08CC07,,2018-09-05,2019-09-05,3,Yes
3546560,90 Adelaide St E,High Rise,13,_6799412FE08CC07,,2018-09-05,2019-09-05,4,Yes
3546561,90 Adelaide St E,High Rise,13,_6799412FE08CC07,,2018-09-05,2019-09-05,5,Yes
3546562,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,1,Yes
3546563,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,2,Yes
3546564,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,3,Yes
3546565,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,4,Yes
3546566,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,5,Yes
3546567,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,6,Yes
3546568,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,7,Yes
3546569,555 Sherbourne St,High Rise,13,_679941F7D1C87D6,,2018-11-21,2020-10-21,8,Yes
3546570,79 Richmond St E,High Rise,13,_679944EDC4B8297,,2018-09-27,2018-09-27,0,No
